game_id_play_id,frame_id,event,ball_x,ball_y,time,x,y,s,a,dis,o,dir,nfl_id,display_name,jersey_number,position,team,game_id,play_id,play_direction,dir_rad,v_x,v_y,v_theta,x_start,x_end,special_teams_result,returner_id,returner_id_2,returner_x,returner_y,returner_o,returner_s,returner_v_theta,returner_team,dis_to_ball,x_rel_to_ball,y_rel_to_ball,dis_to_returner,x_rel_to_returner,y_rel_to_returner,x_returner_to_ball,y_returner_to_ball,pred_downed,pred_fair_catch,pred_muffed,pred_out_of_bounds,pred_return,pred_touchback
2018100702_1828,50,punt,71.78,38.07,2018-10-07T18:17:24Z,76.88,27.62,9.23,2.53,0.92,296.03,301.93,45020,Brandon Wilson,40,S,home,2018100702,1828,left,5.269672610546479,-7.833453757182242,4.881588085253347,-0.5572836301617892,89,110,Return,43475,43475,41.12,38.08,29.8,4.83,-1.3529792361460034,away,11.62809098691612,5.099999999999994,-10.45,30.660001630789264,35.76,-10.459999999999997,-30.660000000000004,0.00999999999999801,0.010444444444444444,0.05266666666666667,0,0.027095238095238096,0.9064603174603174,0.003333333333333333
2018100702_1828,51,punt,70.5,38.44,2018-10-07T18:17:24Z,76.09,28.09,9.18,2.74,0.92,288.7,299.88,45020,Brandon Wilson,40,S,home,2018100702,1828,left,5.233893360880596,-7.959709036690017,4.573339267016527,-0.5215043804959059,89,110,Return,43475,43475,41.02,38.55,32.35,4.72,-1.3772393127487248,away,11.76310333202935,5.590000000000003,-10.349999999999998,29.48020522316627,35.07,-10.459999999999997,-29.479999999999997,0.10999999999999943,0.009464285714285713,0.06034126984126985,0.004722222222222222,0.010777777777777777,0.9146944444444443,0
2018100702_1828,52,punt,69.26,38.79,2018-10-07T18:17:24Z,75.27,28.55,9.28,2.49,0.93,273.48,298.31,45020,Brandon Wilson,40,S,home,2018100702,1828,left,5.206491691624285,-8.170061851782178,4.400964591774576,-0.49410271123959487,89,110,Return,43475,43475,40.94,39.01,35.92,4.59,-1.4058627124814318,away,11.873403050515883,6.009999999999991,-10.239999999999998,28.320854506882387,34.33,-10.459999999999997,-28.320000000000007,0.21999999999999886,0.015920634920634922,0.08324206349206348,0.005333333333333333,0.015277777777777777,0.8674484126984126,0.012777777777777779
2018100702_1828,53,punt,68.06,39.17,2018-10-07T18:17:25Z,74.45,28.97,9.2,2.46,0.92,270.78,296.7,45020,Brandon Wilson,40,S,home,2018100702,1828,left,5.178391890667175,-8.219016772616108,4.133734787266242,-0.4660029102824852,89,110,Return,43475,43475,40.87,39.45,42.32,4.3,-1.4376277048677293,away,12.036282648725065,6.390000000000001,-10.200000000000003,27.19144166828968,33.580000000000005,-10.480000000000004,-27.190000000000005,0.28000000000000114,0.014777777777777779,0.0968611111111111,0.015904761904761908,0.013706349206349205,0.8526388888888887,0.006111111111111111
2018100702_1828,54,punt,66.9,39.55,2018-10-07T18:17:25Z,73.64,29.37,9.02,2.49,0.91,268.99,295.44,45020,Brandon Wilson,40,S,home,2018100702,1828,left,5.156400742092047,-8.145381288215507,3.8746823959634002,-0.4440117617073571,89,110,Return,43475,43475,40.82,39.87,48.79,4.03,-1.470265361880023,away,12.20901306412602,6.739999999999995,-10.179999999999996,26.08196311629936,32.82,-10.499999999999996,-26.080000000000005,0.3200000000000003,0.03,0.11464285714285713,0.004,0.0044444444444444444,0.8444126984126983,0.0025
2018100702_1828,55,punt,65.73,39.88,2018-10-07T18:17:25Z,68.39,51.89,5.83,2.16,0.59,184.35,264.86,43488,Cody Core,16,WR,home,2018100702,1828,left,4.622679056832181,-5.806556186890745,-0.5223076186317888,0.08970992355250848,89,110,Return,43475,43475,40.79,40.26,53.56,3.75,-1.503426617667915,away,12.301044671083831,2.6599999999999966,12.009999999999998,24.9428947798767,27.6,11.630000000000003,-24.940000000000005,0.37999999999999545,0.041333333333333326,0.10180158730158731,0.009472222222222222,0.0473015873015873,0.8000912698412697,0
2018100702_1828,56,punt,64.55,40.23,2018-10-07T18:17:25Z,67.81,51.84,5.79,1.57,0.58,183.44,265.74,43488,Cody Core,16,WR,home,2018100702,1828,left,4.638037954249731,-5.774003593770733,-0.43009591851431356,0.07435102613495843,89,110,Return,43475,43475,40.77,40.61,58.15,3.46,-1.5292574905974312,away,12.05900908035151,3.260000000000005,11.610000000000007,23.783035971044566,27.04,11.230000000000004,-23.779999999999994,0.38000000000000256,0.041694444444444444,0.05861904761904761,0.0075,0.025511904761904763,0.8666746031746031,0
2018100702_1828,57,punt,63.36,40.56,2018-10-07T18:17:25Z,67.24,51.8,5.68,1.41,0.57,182.18,266.7,43488,Cody Core,16,WR,home,2018100702,1828,left,4.654793115068876,-5.670581518367681,-0.3269636731303481,0.05759586531581391,89,110,Return,43475,43475,40.76,40.95,67.67,3.14,-1.5463617172669755,away,11.890836808231784,3.8799999999999955,11.239999999999995,22.60336479376467,26.479999999999997,10.849999999999994,-22.6,0.39000000000000057,0.03212301587301587,0.07736904761904763,0.0025,0.01717857142857143,0.8708293650793649,0
2018100702_1828,58,punt,62.13,40.85,2018-10-07T18:17:25Z,66.67,51.78,5.7,1.06,0.57,180.23,267.71,43488,Cody Core,16,WR,home,2018100702,1828,left,4.672420940514019,-5.695447890025236,-0.22775717772901236,0.039968039870670505,89,110,Return,43475,43475,40.76,41.25,75.77,2.87,-1.5671311353657094,away,11.835391839732218,4.539999999999999,10.93,21.373743237907586,25.910000000000004,10.530000000000001,-21.370000000000005,0.3999999999999986,0.05199999999999999,0.07680952380952383,0.0125,0.027857142857142855,0.8308333333333333,0
2018100702_1828,59,punt,60.94,41.13,2018-10-07T18:17:25Z,66.08,51.76,5.84,0.6,0.59,178.54,268.36,43488,Cody Core,16,WR,home,2018100702,1828,left,4.683765580651983,-5.837607810217457,-0.1671378296142028,0.028623399732707187,89,110,Return,43475,43475,40.76,41.52,81.48,2.58,1.5529939684245544,away,11.80747644503261,5.140000000000001,10.629999999999995,20.183768230932497,25.32,10.239999999999995,-20.18,0.39000000000000057,0.08089285714285716,0.03863095238095238,0.03841269841269841,0.040773809523809525,0.7912896825396823,0.01
2018100702_1828,60,punt,59.71,41.39,2018-10-07T18:17:25Z,65.49,51.76,5.83,0.71,0.58,170.8,269.64,43488,Cody Core,16,WR,home,2018100702,1828,left,4.70610579507751,-5.8298849207912795,-0.03663072931921266,0.0062831853071802675,89,110,Return,43475,43475,40.76,41.76,89.38,2.31,1.5610224829837285,away,11.87203857810443,5.779999999999994,10.369999999999997,18.953611793006633,24.729999999999997,10,-18.950000000000003,0.36999999999999744,0.02125,0.033035714285714286,0.015222222222222222,0.007023809523809523,0.9234682539682539,0
2018100702_1828,61,punt,58.53,41.63,2018-10-07T18:17:25Z,64.91,51.77,5.89,0.92,0.59,168.27,271.24,43488,Cody Core,16,WR,home,2018100702,1828,left,4.734031063109419,-5.88862067549053,0.12746191660825187,-0.021642082724729044,89,110,Return,43475,43475,40.76,41.98,91.78,2.08,-1.5608479500585293,away,11.980150249475168,6.3799999999999955,10.14,17.773446486261467,24.15,9.790000000000006,-17.770000000000003,0.3499999999999943,0.02775,0.06383333333333333,0.014333333333333333,0.006666666666666666,0.8874166666666667,0
2018100702_1828,62,punt,57.33,41.86,2018-10-07T18:17:25Z,64.33,51.79,5.79,1.13,0.58,166.57,272.39,43488,Cody Core,16,WR,home,2018100702,1828,left,4.754102349507354,-5.784963415421956,0.2414503721876254,-0.041713369122664365,89,110,Return,43475,43475,40.75,42.18,96.96,1.88,-1.5440927892393839,away,12.149275698575615,7,9.93,16.583087770376178,23.58,9.61,-16.58,0.3200000000000003,0.014194444444444445,0.067,0.010333333333333332,0.016666666666666666,0.8884722222222223,0.003333333333333333
2018100702_1828,63,punt,56.15,42.06,2018-10-07T18:17:26Z,63.75,51.8,5.75,0.83,0.58,160.84,272.08,43488,Cody Core,16,WR,home,2018100702,1828,left,4.748691828826171,-5.746211462788234,0.20869553162705717,-0.03630284844148139,89,110,Return,43475,43475,40.75,42.37,100.39,1.73,-1.5222761735894543,away,12.3542543279633,7.600000000000001,9.739999999999995,15.403119813855891,23,9.43,-15.399999999999999,0.30999999999999517,0.007250000000000001,0.03225,0.005833333333333333,0.010392857142857143,0.9442738095238096,0
2018100702_1828,64,punt,54.98,42.27,2018-10-07T18:17:26Z,63.19,51.83,5.73,0.95,0.57,156.37,273.53,43488,Cody Core,16,WR,home,2018100702,1828,left,4.773999102980089,-5.719128451865336,0.3528027084142172,-0.061610122595399365,89,110,Return,43475,43475,40.74,42.54,102.8,1.63,-1.508837138349097,away,12.601495942942643,8.21,9.559999999999995,14.24255946099576,22.449999999999996,9.29,-14.239999999999995,0.269999999999996,0.00525,0.04985317460317461,0.0025,0.011821428571428571,0.930575396825397,0
2018100702_1828,65,punt,53.84,42.45,2018-10-07T18:17:26Z,62.62,51.87,5.75,0.7,0.57,156.37,273.89,43488,Cody Core,16,WR,home,2018100702,1828,left,4.780282288287269,-5.7367527736486,0.39008667502888944,-0.06789330790257946,89,110,Return,43475,43475,40.73,42.69,102.8,1.53,-1.470614427730421,away,12.877297853198854,8.779999999999994,9.419999999999995,13.112196612314817,21.89,9.18,-13.110000000000007,0.23999999999999488,0.0032500000000000003,0.0288531746031746,0.0025,0.0026785714285714286,0.960718253968254,0.002
2018100702_1828,66,punt,52.7,42.62,2018-10-07T18:17:26Z,62.05,51.91,5.71,0.78,0.57,157.39,274.19,43488,Cody Core,16,WR,home,2018100702,1828,left,4.785518276043252,-5.694738566158987,0.41719619257788493,-0.0731292956585621,89,110,Return,43475,43475,40.7,42.84,104.13,1.49,-1.4049900478554356,away,13.180538683984047,9.349999999999994,9.29,12.00201649723912,21.349999999999994,9.069999999999993,-12,0.22000000000000597,0.002,0.025083333333333332,0.0075,0.00375,0.9596666666666667,0.002
2018100702_1828,67,punt,51.56,42.81,2018-10-07T18:17:26Z,61.48,51.96,5.84,0.31,0.57,159.11,274.03,43488,Cody Core,16,WR,home,2018100702,1828,left,4.782725749240061,-5.825559952421845,0.4104281188451777,-0.07033676885537136,89,110,Return,43475,43475,40.67,42.99,104.13,1.45,-1.3269738302912886,away,13.495514069497311,9.919999999999995,9.149999999999999,10.891487501714355,20.809999999999995,8.969999999999999,-10.89,0.17999999999999972,0.002857142857142857,0.033178571428571425,0.0075,0.007083333333333333,0.9493809523809525,0
2018100702_1828,68,punt,50.43,42.98,2018-10-07T18:17:26Z,60.9,52,5.85,0.27,0.58,158.03,274.39,43488,Cody Core,16,WR,home,2018100702,1828,left,4.78900893454724,-5.832836843168017,0.44778829929081115,-0.07661995416255056,89,110,Return,43475,43475,40.63,43.13,103.19,1.4,-1.1904890827853318,away,13.81959840226915,10.469999999999999,9.020000000000003,9.801147891956328,20.269999999999996,8.869999999999997,-9.799999999999997,0.15000000000000568,0.002,0.02576190476190476,0.01125,0.00375,0.9572380952380953,0
2018100702_1828,69,punt,49.3,43.15,2018-10-07T18:17:26Z,60.31,52.05,5.86,0.27,0.58,159.69,274.36,43488,Cody Core,16,WR,home,2018100702,1828,left,4.788485335771643,-5.8430415657022134,0.4454944011727035,-0.07609635538695318,89,110,Return,43475,43475,40.57,43.25,101.48,1.37,-1.0873401239924678,away,14.157333788535189,11.010000000000005,8.899999999999999,8.730572718899943,19.740000000000002,8.799999999999997,-8.729999999999997,0.10000000000000142,0,0.019555555555555555,0.00375,0.00375,0.9729444444444445,0
2018100702_1828,70,punt,48.18,43.3,2018-10-07T18:17:26Z,59.74,52.09,5.78,0.67,0.58,162.03,274.09,43488,Cody Core,16,WR,home,2018100702,1828,left,4.783772946791257,-5.765279764175195,0.4122490033851038,-0.07138396640656701,89,110,Return,43475,43475,40.5,43.37,99.01,1.35,-0.9581857593448867,away,14.522317308198446,11.560000000000002,8.790000000000006,7.6803190037914435,19.240000000000002,8.720000000000006,-7.68,0.07000000000000028,0,0.025111111111111112,0.00375,0.00775,0.9533888888888887,0.01
2018100702_1828,71,punt,47.08,43.45,2018-10-07T18:17:26Z,59.17,52.12,5.71,0.97,0.57,164.55,273.31,43488,Cody Core,16,WR,home,2018100702,1828,left,4.770159378625702,-5.700474318711484,0.3296855194133433,-0.057770398241012086,89,110,Return,43475,43475,40.41,43.48,98.38,1.37,-0.8119271680277621,away,14.877398966217179,12.090000000000003,8.669999999999995,6.670067465925665,18.760000000000005,8.64,-6.670000000000002,0.02999999999999403,0.005,0.013999999999999999,0.003333333333333333,0.004,0.9736666666666666,0
2018100702_1828,72,punt,45.99,43.58,2018-10-07T18:17:26Z,58.6,52.15,5.7,0.96,0.57,168.89,272.83,43488,Cody Core,16,WR,home,2018100702,1828,left,4.761781798216129,-5.693048409667965,0.28142459945258735,-0.04939281783143893,89,110,Return,43475,43475,40.3,43.57,94.7,1.42,-0.674569755895808,away,15.246540591229211,12.61,8.57,5.690008787339441,18.300000000000004,8.579999999999998,-5.690000000000005,-0.00999999999999801,0,0.001,0.006666666666666666,0,0.9923333333333333,0
2018100702_1828,73,punt,44.74,43.71,2018-10-07T18:17:27Z,58.03,52.18,5.68,0.85,0.57,171.91,272.67,43488,Cody Core,16,WR,home,2018100702,1828,left,4.758989271412939,-5.673833808557739,0.2645938640013623,-0.04660029102824907,89,110,Return,43475,43475,40.18,43.66,91.06,1.49,-0.5797983775125165,away,15.759600248737273,13.29,8.469999999999999,4.5602741145681165,17.85,8.520000000000003,-4.560000000000002,-0.05000000000000426,0.0025,0.001,0,0,0.9965,0
2018100702_1828,74,punt,43.68,43.82,2018-10-07T18:17:27Z,57.47,52.2,5.56,1.18,0.56,174.49,272.03,43488,Cody Core,16,WR,home,2018100702,1828,left,4.747819164200174,-5.556510636806722,0.19695061069655911,-0.03543018381548428,89,110,Return,43475,43475,40.05,43.73,88.64,1.54,-0.4998622977711758,away,16.13655787335081,13.79,8.380000000000003,3.631115531073064,17.42,8.470000000000006,-3.6300000000000026,-0.09000000000000341,0.0025,0.006999999999999999,0,0,0.9905000000000002,0
2018100702_1828,75,punt,42.66,43.9,2018-10-07T18:17:27Z,56.92,52.22,5.47,1.22,0.55,179.3,272.56,43488,Cody Core,16,WR,home,2018100702,1828,left,4.757069409235744,-5.464540916397705,0.24432063567232284,-0.04468042885105454,89,110,Return,43475,43475,39.92,43.81,87.41,1.56,-0.4562290664713176,away,16.509694121939393,14.260000000000005,8.32,2.7414777037211104,17,8.409999999999997,-2.739999999999995,-0.0899999999999963,0,0.006999999999999999,0,0,0.9930000000000001,0
2018100702_1828,76,punt,41.67,43.97,2018-10-07T18:17:27Z,56.37,52.26,5.42,1.21,0.55,185.95,273.58,43488,Cody Core,16,WR,home,2018100702,1828,left,4.774871767606086,-5.409423334226568,0.3384363915496164,-0.06248278722139647,89,110,Return,43475,43475,39.78,43.89,84.46,1.6,-0.4860741966804205,away,16.876436235177135,14.699999999999996,8.29,1.8916923639957957,16.589999999999996,8.369999999999997,-1.8900000000000006,-0.0799999999999983,0.0025,0.012555555555555556,0.0011111111111111111,0,0.9838333333333334,0
2018100702_1828,77,punt,40.72,43.99,2018-10-07T18:17:27Z,55.83,52.29,5.33,1.27,0.54,197.66,273.62,43488,Cody Core,16,WR,home,2018100702,1828,left,4.775569899306885,-5.319365315364564,0.3365302983335222,-0.06318091892219505,89,110,Return,43475,43475,39.64,43.96,77.22,1.56,-0.4801400772236402,away,17.239550458176105,15.11,8.299999999999997,1.0804165863221447,16.189999999999998,8.329999999999998,-1.0799999999999983,-0.030000000000001137,0,0.011555555555555555,0.0011111111111111111,0,0.9873333333333334,0
2018100702_1828,78,punt,39.99,44,2018-10-07T18:17:27Z,55.3,52.33,5.26,1.28,0.53,208.79,273.73,43488,Cody Core,16,WR,home,2018100702,1828,left,4.7774897614840786,-5.248857702255554,0.34218828365760323,-0.0651007810993887,89,110,Return,43475,43475,39.5,44.03,76.12,1.52,-0.4509930787153341,away,17.429429135803613,15.309999999999995,8.329999999999998,0.49091750834534514,15.799999999999997,8.299999999999997,-0.490000000000002,0.030000000000001137,0,0.011555555555555555,0.008611111111111111,0,0.9798333333333333,0
2018090900_485,32,punt,90.07,29.93,2018-09-09T17:19:08Z,87.98,28.75,2.1,0.3,0.21,245.97,168.76,37763,Andre Holmes,18,WR,away,2018090900,485,left,2.9454176456656302,0.4093301934154038,-2.0597205618137884,-1.3746213188707337,82,35,Return,46532,46532,37.09,31.06,87.82,0.29,0.03577924966588438,home,2.400104164406194,-2.089999999999989,-1.1799999999999997,52.99204940366054,50.89,-2.3099999999999987,-52.97999999999999,1.129999999999999,0.12800396825396823,0.3373690476190475,0.013944444444444447,0.06553174603174604,0.44592857142857134,0.009222222222222222
2018090900_485,33,punt,88.88,30.06,2018-09-09T17:19:08Z,88.03,28.54,2.11,0.2,0.21,244.74,168.83,37763,Andre Holmes,18,WR,away,2018090900,485,left,2.9466393761420266,0.40875067214691296,-2.070029682883665,-1.37584304934713,82,35,Return,46532,46532,37.05,31.07,86.87,0.38,-0.2867575961026681,home,1.7415223225672385,-0.8499999999999943,-1.5199999999999996,51.83983989172806,50.980000000000004,-2.530000000000001,-51.83,1.0100000000000016,0.09965079365079363,0.1891190476190476,0.015412698412698411,0.039107142857142854,0.6494880952380953,0.007222222222222222
2018090900_485,34,punt,87.51,30.24,2018-09-09T17:19:08Z,87.65,28.84,2.47,3.02,0.21,123.65,120.72,43617,Reid Ferguson,69,LS,away,2018090900,485,left,2.1069614730075545,2.1233947951102032,-1.2617822887086738,-0.536165146212658,82,35,Return,46532,46532,37,31.11,86.87,0.6,-0.652229541470281,home,1.4069825869569232,0.14000000000000057,-1.3999999999999986,50.51749202009142,50.650000000000006,-2.2699999999999996,-50.510000000000005,0.870000000000001,0.1564206349206349,0.28680555555555554,0.0185,0.04059126984126984,0.4852460317460318,0.012436507936507937
2018090900_485,35,punt,86.06,30.44,2018-09-09T17:19:08Z,85.27,29.8,2.88,3.71,0.29,255.32,315.09,30412,Lorenzo Alexander,57,OLB,away,2018090900,485,left,5.499357940108932,-2.0332661430266747,2.039663891826648,-0.786968959724242,82,35,Return,46532,46532,36.95,31.16,84.89,0.87,-0.8222246106145289,home,1.0167103815738339,-0.7900000000000063,-0.6400000000000006,49.1152776638797,48.31999999999999,-1.3599999999999994,-49.11,0.7199999999999989,0.03382142857142857,0.05175,0.012857142857142855,0.02649603174603175,0.8722182539682539,0.002857142857142857
2018090900_485,36,punt,84.52,30.67,2018-09-09T17:19:09Z,85.04,30,3.25,3.42,0.31,255.32,310.85,30412,Lorenzo Alexander,57,OLB,away,2018090900,485,left,5.425355979824374,-2.4583797889130925,2.1257631132051418,-0.7129669994396843,82,35,Return,46532,46532,36.88,31.24,83.92,1.16,-0.9157742585214254,home,0.8481155581641059,0.5200000000000102,-0.6700000000000017,47.643409827593146,48.160000000000004,-1.2399999999999984,-47.63999999999999,0.5699999999999967,0.026468253968253967,0.028384920634920638,0.0014285714285714286,0.018095238095238095,0.9256230158730161,0
2018090900_485,37,punt,82.9,30.92,2018-09-09T17:19:09Z,84.74,30.2,3.69,3.98,0.36,264.81,304.42,30412,Lorenzo Alexander,57,OLB,away,2018090900,485,left,5.313131308921139,-3.0439409157329895,2.0857909055144064,-0.6007423285364488,82,35,Return,46532,46532,36.8,31.35,81.69,1.47,-0.9583602922700869,home,1.9758542456365458,1.8399999999999892,-0.7200000000000024,46.10200537937587,47.94,-1.1500000000000021,-46.10000000000001,0.4299999999999997,0.05060714285714287,0.11049206349206347,0.0074285714285714285,0.010416666666666664,0.8190555555555556,0.002
2018090900_485,38,punt,81.21,31.2,2018-09-09T17:19:09Z,82.26,33.12,4.67,1.63,0.47,286.2,282.44,38061,Patrick DiMarco,42,FB,away,2018090900,485,left,4.929507939332784,-4.560358332146974,1.0059979534858245,-0.21711895894809427,82,35,Return,46532,46532,36.71,31.49,76.05,1.82,-0.9731955909120378,home,2.18835554698043,1.0500000000000114,1.9199999999999982,44.500944933787636,45.550000000000004,1.629999999999999,-44.49999999999999,0.28999999999999915,0.04581746031746031,0.10111111111111107,0.0025,0.03822222222222223,0.8063492063492064,0.006
2018090900_485,39,punt,79.48,31.49,2018-09-09T17:19:09Z,81.77,33.21,4.93,1.61,0.49,301.46,280.46,38061,Patrick DiMarco,42,FB,away,2018090900,485,left,4.894950420143297,-4.848072729225003,0.8950367658062003,-0.1825614397586069,82,35,Return,46532,46532,36.6,31.65,73.19,2.2,-0.9995500626171523,home,2.8640006983239323,2.289999999999992,1.7200000000000024,42.88029850642367,45.169999999999995,1.5600000000000023,-42.88,0.16000000000000014,0.04037301587301587,0.08736904761904762,0.020138888888888887,0.06647222222222222,0.7616944444444443,0.02395238095238095
2018090900_485,40,punt,77.73,31.8,2018-09-09T17:19:09Z,81.28,33.3,5.11,1.71,0.5,312.47,279.36,38061,Patrick DiMarco,42,FB,away,2018090900,485,left,4.875751798371359,-5.041965174902206,0.8310759141458569,-0.16336281798666957,82,35,Return,46532,46532,36.48,31.85,70.98,2.53,-1.0126400320071098,home,3.8538941345086233,3.549999999999997,1.4999999999999964,41.25003030301918,44.800000000000004,1.4499999999999957,-41.25000000000001,0.05000000000000071,0.02486111111111111,0.09660714285714285,0.017214285714285717,0.05541666666666667,0.7875039682539682,0.018396825396825398
2018090900_485,41,punt,75.98,32.12,2018-09-09T17:19:09Z,72.34,35.02,8.14,2.64,0.81,280.97,256.38,37200,Taiwan Jones,26,RB,away,2018090900,485,left,4.474675136263062,-7.911093930845968,-1.9168184101088173,0.2377138441216282,82,35,Return,46532,46532,36.33,32.08,68.91,2.85,-1.0279989294246599,home,4.6539875375853805,-3.6400000000000006,2.9000000000000057,39.65002017653964,36.010000000000005,2.940000000000005,-39.650000000000006,-0.03999999999999915,0.04853174603174604,0.1605595238095238,0.01622222222222222,0.05640079365079364,0.717285714285714,0.001
2018090900_485,42,punt,74.67,32.36,2018-09-09T17:19:09Z,71.54,34.82,8.25,1.87,0.83,280.97,257.22,37200,Taiwan Jones,26,RB,away,2018090900,485,left,4.489335901979815,-8.045619696751094,-1.8249667655195356,0.2230530784048749,82,35,Return,46532,46532,36.18,32.33,68.01,3.12,-1.047546617046996,home,3.9810174578868622,-3.1299999999999955,2.460000000000001,38.49001169134663,35.36000000000001,2.490000000000002,-38.49,-0.030000000000001137,0.03440476190476191,0.1378452380952381,0.023,0.034329365079365085,0.7604206349206347,0.01
2018090900_485,43,punt,72.81,32.65,2018-09-09T17:19:09Z,70.73,34.64,8.25,1.54,0.83,278.65,258.2,37200,Taiwan Jones,26,RB,away,2018090900,485,left,4.506440128649358,-8.0756559572839,-1.6870924276947759,0.20594885173533162,82,35,Return,46532,46532,36.02,32.62,65.95,3.33,-1.061683783988151,home,2.87862814548875,-2.0799999999999983,1.990000000000002,36.79001223158264,34.71,2.020000000000003,-36.79,-0.030000000000001137,0.015595238095238098,0.07008333333333332,0.012000000000000002,0.010158730158730159,0.888829365079365,0.003333333333333333
2018090900_485,44,punt,71.27,32.91,2018-09-09T17:19:09Z,69.9,34.46,8.39,0.94,0.85,287.8,258.38,37200,Taiwan Jones,26,RB,away,2018090900,485,left,4.509581721302949,-8.21804695407831,-1.689912500860387,0.20280725908174108,82,35,Return,46532,46532,35.86,32.91,64.96,3.5,-1.0770426814056993,home,2.068671071001861,-1.3699999999999903,1.5500000000000043,35.41,34.040000000000006,1.5500000000000043,-35.41,0,0.02317460317460317,0.044408730158730154,0.004285714285714285,0.022158730158730156,0.9026388888888888,0.003333333333333333
2018090900_485,45,punt,69.31,33.21,2018-09-09T17:19:09Z,69.08,34.29,8.38,0.7,0.84,295.48,258.42,37200,Taiwan Jones,26,RB,away,2018090900,485,left,4.5102798530037465,-8.209428278989233,-1.6821674506813857,0.20210912738094336,82,35,Return,46532,46532,35.69,33.23,64.11,3.64,-1.0950195727012415,home,1.1042191811411346,-0.23000000000000398,1.0799999999999983,33.62000594883945,33.39,1.0600000000000023,-33.620000000000005,0.01999999999999602,0.02870634920634921,0.08269047619047619,0.007777777777777777,0.02227777777777778,0.8585476190476189,0
2018090900_485,46,punt,67.44,33.46,2018-09-09T17:19:10Z,68.25,34.12,8.37,0.73,0.84,300.28,258.24,37200,Taiwan Jones,26,RB,away,2018090900,485,left,4.507138260350157,-8.194312991751774,-1.7059116604349935,0.20525072003453299,82,35,Return,46532,46532,35.53,33.55,62.71,3.68,-1.1074114103904023,home,1.0448444860360795,0.8100000000000023,0.6599999999999966,31.910126919208576,32.72,0.5700000000000003,-31.909999999999997,0.0899999999999963,0.02295238095238095,0.0781984126984127,0.010833333333333332,0.031071428571428573,0.8559444444444441,0.001
2018090900_485,47,punt,65.67,33.74,2018-09-09T17:19:10Z,67.44,33.95,8.31,1.09,0.83,303.68,257.83,37200,Taiwan Jones,26,RB,away,2018090900,485,left,4.49998241041698,-8.123244464637432,-1.7518559780236835,0.21240656996771018,82,35,Return,46532,46532,35.37,33.88,61.52,3.66,-1.1262609663119398,home,1.78241409330155,1.769999999999996,0.21000000000000085,30.300323430617045,32.07,0.07000000000000028,-30.300000000000004,0.14000000000000057,0.06481349206349207,0.1528690476190476,0.012249999999999999,0.0165,0.7525674603174601,0.001
2018090900_485,48,punt,63.99,34,2018-09-09T17:19:10Z,66.63,33.77,8.2,1.47,0.82,304.36,257.35,37200,Taiwan Jones,26,RB,away,2018090900,485,left,4.491604830007407,-8.000953400663908,-1.7957574113461494,0.22078415037728247,82,35,Return,46532,46532,35.22,34.21,61.52,3.6,-1.142143462505089,home,2.6499999999999932,2.6399999999999935,-0.22999999999999687,28.770766413149307,31.409999999999997,-0.4399999999999977,-28.770000000000003,0.21000000000000085,0.020317460317460317,0.15006746031746027,0.0022500000000000003,0.017285714285714286,0.8090793650793648,0.001
2018090900_485,49,punt,62.38,34.25,2018-09-09T17:19:10Z,65.84,33.59,8.04,1.78,0.81,300.53,257.28,37200,Taiwan Jones,26,RB,away,2018090900,485,left,4.490383099531011,-7.84268025944587,-1.7703012026483087,0.2220058808536793,82,35,Return,46532,46532,35.07,34.54,63.74,3.51,-1.1646582098558154,home,3.5223855552735848,3.460000000000001,-0.6599999999999966,27.311539685634717,30.770000000000003,-0.9499999999999957,-27.310000000000002,0.28999999999999915,0.015634920634920633,0.23352777777777778,0.023678571428571427,0.0196468253968254,0.7075119047619047,0
2018090900_485,50,punt,60.93,34.48,2018-09-09T17:19:10Z,65.07,33.42,7.81,2.22,0.79,290.53,257.34,37200,Taiwan Jones,26,RB,away,2018090900,485,left,4.491430297082207,-7.620121622765678,-1.7116794250848961,0.22095868330248275,82,35,Return,46532,46532,34.94,34.86,66.09,3.44,-1.1876965559821417,home,4.273546536543147,4.1399999999999935,-1.0599999999999952,25.99277784308557,30.129999999999995,-1.4399999999999977,-25.990000000000002,0.38000000000000256,0.03436111111111111,0.12781349206349205,0.00125,0.01136111111111111,0.8252142857142857,0
2018090900_485,51,punt,59.61,34.7,2018-09-09T17:19:10Z,64.31,33.26,7.58,2.5,0.77,282.21,258.13,37200,Taiwan Jones,26,RB,away,2018090900,485,left,4.505218398172962,-7.417915489717525,-1.5591439277400954,0.20717058221172752,82,35,Return,46532,46532,34.82,35.18,67.9,3.4,-1.217192620340845,home,4.915648482143535,4.700000000000003,-1.4400000000000048,24.79464659961904,29.490000000000002,-1.9200000000000017,-24.79,0.4799999999999969,0.014222222222222223,0.09774999999999999,0.00375,0.011444444444444445,0.8668809523809524,0.005952380952380952
